#,TIMESTAMP,POSITION_KEY,ACTION,SIDE,PRICE,QUANTITY,REASON
1,2026-03-01 00:00,ang:ATOMUSDT_LONG,OPEN,BUY,1.8436000347137451,9.763505999713681,SEED_POSITION
2,2026-03-01 00:00,ang:ATOMUSDT_SHORT,OPEN,SELL,1.8436000347137451,9.763505999713681,SEED_POSITION
3,2026-03-01 02:27,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.8650000095367432,1.464525899957052,QUICK_BLOWPAST_g1.2%_wt=2/3_k_run=14%
4,2026-03-01 02:48,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.8700000047683716,1.6842047849506099,QUICK_BLOWPAST_g1.3%_wt=2/3_k_run=14%
5,2026-03-01 05:33,ang:ATOMUSDT_LONG,CLOSE,SELL,1.8600000143051147,12.912236684621343,K3M_BOUNCE_TURN_L_k3:91.7<prev:92.0_k15:34.4_k1h:85.6_lo3:1.86<prev:1.86_QWH
6,2026-03-01 07:45,ang:ATOMUSDT_LONG,QUICK_OPEN,BUY,1.8525999784469604,9.716074818855093,QUICK_OPEN_BUY_k1:93/d194/k3:93.33333587646484/d3:94.44451141357422_@1.8526_TIER2_FORCED_REENTRY_132min_exit1.8600_cur1.8526
7,2026-03-01 13:30,ang:ATOMUSDT_SHORT,CLOSE,BUY,1.8015999794006348,9.763505999713681,OS_HIGHER_LOW_k15:9.0_lo3:1.80>prev:1.80_QWH
8,2026-03-01 16:45,ang:ATOMUSDT_SHORT,QUICK_OPEN,SELL,1.8137999773025513,9.923916763285694,QUICK_OPEN_SELL_k1:18/d140/k3:18.18172264099121/d3:40.808006286621094_@1.8138_TIER2_FORCED_REENTRY_195min_exit1.8016_cur1.8138
9,2026-03-04 09:21,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.909999966621399,9.42408393432604,QUICK_MAX_GAIN_3PCT_AUGMENT_3.10%
10,2026-03-06 15:33,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.781599998474121,5.051638980527722,QUICK_TECH_SIGNAL_ha_red_15m
11,2026-03-08 02:09,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.777400016784668,2.2463333615720122,QUICK_BLOWPAST_g1.4%_wt=2/3_k_run=18%
12,2026-03-08 02:33,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7752000093460083,2.5832833658078145,QUICK_BLOWPAST_g1.4%_wt=2/3_k_run=18%
13,2026-03-08 02:48,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7705999612808228,2.970775870678987,QUICK_BLOWPAST_g1.4%_wt=3/3_k_run=18%
14,2026-03-08 03:15,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7657999992370605,3.416392251280835,QUICK_BLOWPAST_g1.5%_wt=2/3_k_run=22%
15,2026-03-08 03:48,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7699999809265137,3.9288510889729604,QUICK_BLOWPAST_g1.1%_wt=2/3_k_run=22%
16,2026-03-08 11:36,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7546000480651855,4.518178752318905,QUICK_BLOWPAST_g1.8%_wt=2/3_k_run=43%
17,2026-03-08 11:51,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7522000074386597,5.19590556516674,QUICK_BLOWPAST_g1.7%_wt=2/3_k_run=35%
18,2026-03-08 12:18,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7480000257492065,5.975291399941751,QUICK_BLOWPAST_g1.7%_wt=2/3_k_run=28%
19,2026-03-08 12:42,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7549999952316284,6.871585109933014,QUICK_BLOWPAST_g1.1%_wt=2/3_k_run=38%
20,2026-03-08 12:57,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7510000467300415,7.902322876422966,QUICK_BLOWPAST_g1.2%_wt=2/3_k_run=46%
21,2026-03-08 13:42,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7330000400543213,9.08767130788641,QUICK_BLOWPAST_g2.1%_wt=2/3_k_run=20%
22,2026-03-08 14:06,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7332000732421875,10.385413823765044,QUICK_BLOWPAST_g1.8%_wt=2/3_k_run=31%
23,2026-03-08 15:21,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7253999710083008,10.432363685204562,QUICK_BLOWPAST_g2.0%_wt=2/3_k_run=20%
24,2026-03-08 16:00,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7236000299453735,10.443258115150114,QUICK_BLOWPAST_g1.9%_wt=2/3_k_run=19%
25,2026-03-08 16:51,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7231999635696411,10.445682672086797,QUICK_BLOWPAST_g1.7%_wt=2/3_k_run=35%
26,2026-03-08 17:24,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7252000570297241,10.433572574180522,QUICK_BLOWPAST_g1.4%_wt=2/3_k_run=59%
27,2026-03-08 17:42,ang:ATOMUSDT_SHORT,QUICK_AUGMENT,SELL,1.7239999771118164,10.440835405436054,QUICK_BLOWPAST_g1.4%_wt=2/3_k_run=49%
28,2026-03-16 06:21,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.897800087928772,5.742047625954339,QUICK_BLOWPAST_g0.9%_wt=2/3_k_run=3%
29,2026-03-16 12:24,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.906599998474121,7.464661913740641,QUICK_BLOWPAST_g1.2%_wt=2/3_k_run=6%
30,2026-03-16 16:06,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.9100000858306885,9.704060487862833,QUICK_BLOWPAST_g1.1%_wt=2/3_k_run=12%
31,2026-03-16 18:00,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.9528000354766846,9.217533630168203,QUICK_MAX_GAIN_3PCT_AUGMENT_3.08%
32,2026-03-16 18:18,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.9639999866485596,9.164969512406081,QUICK_MAX_GAIN_3PCT_AUGMENT_3.10%
33,2026-03-16 19:03,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.9737999439239502,9.11946525047299,QUICK_MAX_GAIN_3PCT_AUGMENT_3.13%
34,2026-03-16 19:48,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.9781999588012695,18.198362526412613,QUICK_BLOWPAST_g2.9%_wt=2/3_k_run=6%
35,2026-03-16 20:09,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.9923999309539795,9.034330768813787,QUICK_MAX_GAIN_3PCT_AUGMENT_3.05%
36,2026-03-16 20:24,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,2.0004000663757324,9.678559046901263,QUICK_MAX_GAIN_3PCT_AUGMENT_3.17%
37,2026-03-17 00:54,ang:ATOMUSDT_LONG,QUICK_AUGMENT,BUY,1.9769999980926514,9.104704105900781,QUICK_BLOWPAST_g1.7%_wt=2/3_k_run=29%
